0003|add [rbx],al
0f10e3|umov bl,ah
0f10e4|umov ah,ah
0f10e5|umov ch,ah
0f10e6|umov dh,ah
0f10e7|umov bh,ah
0f10e8|umov al,ch
0f10e9|umov cl,ch
0f10ea|umov dl,ch
0f10eb|umov bl,ch
0f10ec|umov ah,ch
0f10ed|umov ch,ch
0f10ee|umov dh,ch
0f10ef|umov bh,ch
0f10f0|umov al,dh
0f10f1|umov cl,dh
0f10f2|umov dl,dh
0f10f3|umov bl,dh
0f10f4|umov ah,dh
0f10f5|umov ch,dh
0f10f6|umov dh,dh
0f10f7|umov bh,dh
0f10f8|umov al,bh
0f10f9|umov cl,bh
0f10fa|umov dl,bh
0f10fb|umov bl,bh
0f10fc|umov ah,bh
0f10fd|umov ch,bh
0f10fe|umov dh,bh
0f10ff|umov bh,bh
0f1103|umov [rbx],eax
0f110424|umov [rsp],eax
0f11042500000000|umov [0x0],eax
0f1106|umov [rsi],eax
0f1107|umov [rdi],eax
0f110b|umov [rbx],ecx
0f110c24|umov [rsp],ecx
0f110c2500000000|umov [0x0],ecx
0f110e|umov [rsi],ecx
0f110f|umov [rdi],ecx
0f111b|umov [rbx],ebx
0f111c24|umov [rsp],ebx
0f111c2500000000|umov [0x0],ebx
0f111e|umov [rsi],ebx
0f111f|umov [rdi],ebx
0f1123|umov [rbx],esp
0f112424|umov [rsp],esp
0f11242500000000|umov [0x0],esp
0f1126|umov [rsi],esp
0f1127|umov [rdi],esp
0f112b|umov [rbx],ebp
0f112c24|umov [rsp],ebp
0f112c2500000000|umov [0x0],ebp
0f112e|umov [rsi],ebp
0f112f|umov [rdi],ebp
0f1133|umov [rbx],esi
0f113424|umov [rsp],esi
0f11342500000000|umov [0x0],esi
0f1136|umov [rsi],esi
0f1137|umov [rdi],esi
0f113b|umov [rbx],edi
0f113c24|umov [rsp],edi
0f113c2500000000|umov [0x0],edi
0f113e|umov [rsi],edi
0f113f|umov [rdi],edi
0f114500|umov [rbp],eax
0f114d00|umov [rbp],ecx
0f115d00|umov [rbp],ebx
0f116500|umov [rbp],esp
0f116d00|umov [rbp],ebp
0f117500|umov [rbp],esi
0f117d00|umov [rbp],edi
0f11c0|umov eax,eax
0f11c1|umov ecx,eax
0f11c3|umov ebx,eax
0f11c4|umov esp,eax
0f11c5|umov ebp,eax
0f11c6|umov esi,eax
0f11c7|umov edi,eax
0f11c8|umov eax,ecx
0f11c9|umov ecx,ecx
0f11cb|umov ebx,ecx
0f11cc|umov esp,ecx
0f11cd|umov ebp,ecx
0f11ce|umov esi,ecx
0f11cf|umov edi,ecx
0f11d8|umov eax,ebx
0f11d9|umov ecx,ebx
0f11db|umov ebx,ebx
0f11dc|umov esp,ebx
0f11dd|umov ebp,ebx
0f11de|umov esi,ebx
0f11df|umov edi,ebx
0f11e0|umov eax,esp
0f11e1|umov ecx,esp
0f11e3|umov ebx,esp
0f11e4|umov esp,esp
0f11e5|umov ebp,esp
0f11e6|umov esi,esp
0f11e7|umov edi,esp
0f11e8|umov eax,ebp
0f11e9|umov ecx,ebp
0f11eb|umov ebx,ebp
0f11ec|umov esp,ebp
0f11ed|umov ebp,ebp
0f11ee|umov esi,ebp
0f11ef|umov edi,ebp
0f11f0|umov eax,esi
0f11f1|umov ecx,esi
0f11f3|umov ebx,esi
0f11f4|umov esp,esi
0f11f5|umov ebp,esi
0f11f6|umov esi,esi
0f11f7|umov edi,esi
0f11f8|umov eax,edi
0f11f9|umov ecx,edi
0f11fb|umov ebx,edi
0f11fc|umov esp,edi
0f11fd|umov ebp,edi
0f11fe|umov esi,edi
0f11ff|umov edi,edi
0f1203|umov al,[rbx]
0f120424|umov al,[rsp]
0f12042500000000|umov al,[0x0]
0f1206|umov al,[rsi]
0f1207|umov al,[rdi]
0f120b|umov cl,[rbx]
0f120c24|umov cl,[rsp]
0f120c2500000000|umov cl,[0x0]
0f120e|umov cl,[rsi]
0f120f|umov cl,[rdi]
0f1213|umov dl,[rbx]
0f121424|umov dl,[rsp]
0f12142500000000|umov dl,[0x0]
0f1216|umov dl,[rsi]
0f1217|umov dl,[rdi]
0f121b|umov bl,[rbx]
0f121c24|umov bl,[rsp]
0f121c2500000000|umov bl,[0x0]
0f121e|umov bl,[rsi]
0f121f|umov bl,[rdi]
0f1223|umov ah,[rbx]
0f122424|umov ah,[rsp]
0f12242500000000|umov ah,[0x0]
0f1226|umov ah,[rsi]
0f1227|umov ah,[rdi]
0f122b|umov ch,[rbx]
0f122c24|umov ch,[rsp]
0f122c2500000000|umov ch,[0x0]
0f122e|umov ch,[rsi]
0f122f|umov ch,[rdi]
0f1233|umov dh,[rbx]
0f123424|umov dh,[rsp]
0f12342500000000|umov dh,[0x0]
0f1236|umov dh,[rsi]
0f1237|umov dh,[rdi]
0f123b|umov bh,[rbx]
0f123c24|umov bh,[rsp]
0f123c2500000000|umov bh,[0x0]
0f123e|umov bh,[rsi]
0f123f|umov bh,[rdi]
0f124500|umov al,[rbp]
0f124d00|umov cl,[rbp]
0f125500|umov dl,[rbp]
0f125d00|umov bl,[rbp]
0f126500|umov ah,[rbp]
0f126d00|umov ch,[rbp]
0f127500|umov dh,[rbp]
0f127d00|umov bh,[rbp]
0f1303|umov eax,[rbx]
0f130424|umov eax,[rsp]
0f13042500000000|umov eax,[0x0]
0f1306|umov eax,[rsi]
0f1307|umov eax,[rdi]
0f130b|umov ecx,[rbx]
0f130c24|umov ecx,[rsp]
0f130c2500000000|umov ecx,[0x0]
0f130e|umov ecx,[rsi]
0f130f|umov ecx,[rdi]
0f131b|umov ebx,[rbx]
0f131c24|umov ebx,[rsp]
0f131c2500000000|umov ebx,[0x0]
0f131e|umov ebx,[rsi]
0f131f|umov ebx,[rdi]
0f1323|umov esp,[rbx]
0f132424|umov esp,[rsp]
0f13242500000000|umov esp,[0x0]
0f1326|umov esp,[rsi]
0f1327|umov esp,[rdi]
0f132b|umov ebp,[rbx]
0f132c24|umov ebp,[rsp]
0f132c2500000000|umov ebp,[0x0]
0f132e|umov ebp,[rsi]
0f132f|umov ebp,[rdi]
0f1333|umov esi,[rbx]
0f133424|umov esi,[rsp]
0f13342500000000|umov esi,[0x0]
0f1336|umov esi,[rsi]
0f1337|umov esi,[rdi]
0f133b|umov edi,[rbx]
0f133c24|umov edi,[rsp]
0f133c2500000000|umov edi,[0x0]
0f133e|umov edi,[rsi]
0f133f|umov edi,[rdi]
0f134500|umov eax,[rbp]
0f134d00|umov ecx,[rbp]
0f135d00|umov ebx,[rbp]
0f136500|umov esp,[rbp]
0f136d00|umov ebp,[rbp]
0f137500|umov esi,[rbp]
0f137d00|umov edi,[rbp]
 0f1fc0|nop eax 
 0f1fc1|nop ecx 
 0f1fc3|nop ebx 
 0f1fc4|nop esp 
 0f1fc5|nop ebp 
 0f1fc6|nop esi 
 0f1fc7|nop edi 
 0f30|wrmsr 
 0f32|rdmsr 
 0f77|emms 
 0fa2|cpuid 
0fa303|bt [rbx],eax
0fa30424|bt [rsp],eax
0fa3042500000000|bt [0x0],eax
0fa306|bt [rsi],eax
0fa307|bt [rdi],eax
0fa30b|bt [rbx],ecx
0fa30c24|bt [rsp],ecx
0fa30c2500000000|bt [0x0],ecx
0fa30e|bt [rsi],ecx
0fa30f|bt [rdi],ecx
0fa31b|bt [rbx],ebx
0fa31c24|bt [rsp],ebx
0fa31c2500000000|bt [0x0],ebx
0fa31e|bt [rsi],ebx
0fa31f|bt [rdi],ebx
0fa323|bt [rbx],esp
0fa32424|bt [rsp],esp
0fa3242500000000|bt [0x0],esp
0fa326|bt [rsi],esp
0fa327|bt [rdi],esp
0fa32b|bt [rbx],ebp
0fa32c24|bt [rsp],ebp
0fa32c2500000000|bt [0x0],ebp
0fa32e|bt [rsi],ebp
0fa32f|bt [rdi],ebp
0fa333|bt [rbx],esi
0fa33424|bt [rsp],esi
0fa3342500000000|bt [0x0],esi
0fa336|bt [rsi],esi
0fa337|bt [rdi],esi
0fa33b|bt [rbx],edi
0fa33c24|bt [rsp],edi
0fa33c2500000000|bt [0x0],edi
0fa33e|bt [rsi],edi
0fa33f|bt [rdi],edi
0fa34500|bt [rbp],eax
0fa34d00|bt [rbp],ecx
0fa35d00|bt [rbp],ebx
0fa36500|bt [rbp],esp
0fa36d00|bt [rbp],ebp
0fa37500|bt [rbp],esi
0fa37d00|bt [rbp],edi
0fa3c0|bt eax,eax
0fa3c1|bt ecx,eax
0fa3c3|bt ebx,eax
0fa3c4|bt esp,eax
0fa3c5|bt ebp,eax
0fa3c6|bt esi,eax
0fa3c7|bt edi,eax
0fa3c8|bt eax,ecx
0fa3c9|bt ecx,ecx
0fa3cb|bt ebx,ecx
0fa3cc|bt esp,ecx
0fa3cd|bt ebp,ecx
0fa3ce|bt esi,ecx
0fa3cf|bt edi,ecx
0fa3d8|bt eax,ebx
0fa3d9|bt ecx,ebx
0fa3db|bt ebx,ebx
0fa3dc|bt esp,ebx
0fa3dd|bt ebp,ebx
0fa3de|bt esi,ebx
0fa3df|bt edi,ebx
0fa3e0|bt eax,esp
0fa3e1|bt ecx,esp
0fa3e3|bt ebx,esp
0fa3e4|bt esp,esp
0fa3e5|bt ebp,esp
0fa3e6|bt esi,esp
0fa3e7|bt edi,esp
0fa3e8|bt eax,ebp
0fa3e9|bt ecx,ebp
0fa3eb|bt ebx,ebp
0fa3ec|bt esp,ebp
0fa3ed|bt ebp,ebp
0fa3ee|bt esi,ebp
0fa3ef|bt edi,ebp
0fa3f0|bt eax,esi
0fa3f1|bt ecx,esi
0fa3f3|bt ebx,esi
0fa3f4|bt esp,esi
0fa3f5|bt ebp,esi
0fa3f6|bt esi,esi
0fa3f7|bt edi,esi
0fa3f8|bt eax,edi
0fa3f9|bt ecx,edi
0fa3fb|bt ebx,edi
0fa3fc|bt esp,edi
0fa3fd|bt ebp,edi
0fa3fe|bt esi,edi
0fa3ff|bt edi,edi
0fa603|xbts eax,[rbx]
0fa60424|xbts eax,[rsp]
0fa6042500000000|xbts eax,[0x0]
0fa606|xbts eax,[rsi]
0fa607|xbts eax,[rdi]
0fa60b|xbts ecx,[rbx]
0fa60c24|xbts ecx,[rsp]
0fa60c2500000000|xbts ecx,[0x0]
0fa60e|xbts ecx,[rsi]
0fa60f|xbts ecx,[rdi]
0fa61b|xbts ebx,[rbx]
0fa61c24|xbts ebx,[rsp]
0fa61c2500000000|xbts ebx,[0x0]
0fa61e|xbts ebx,[rsi]
0fa61f|xbts ebx,[rdi]
0fa623|xbts esp,[rbx]
0fa62424|xbts esp,[rsp]
0fa6242500000000|xbts esp,[0x0]
0fa626|xbts esp,[rsi]
0fa627|xbts esp,[rdi]
0fa62b|xbts ebp,[rbx]
0fa62c24|xbts ebp,[rsp]
0fa62c2500000000|xbts ebp,[0x0]
0fa62e|xbts ebp,[rsi]
0fa62f|xbts ebp,[rdi]
0fa633|xbts esi,[rbx]
0fa63424|xbts esi,[rsp]
0fa6342500000000|xbts esi,[0x0]
0fa636|xbts esi,[rsi]
0fa637|xbts esi,[rdi]
0fa63b|xbts edi,[rbx]
0fa63c24|xbts edi,[rsp]
0fa63c2500000000|xbts edi,[0x0]
0fa63e|xbts edi,[rsi]
0fa63f|xbts edi,[rdi]
0fa64500|xbts eax,[rbp]
0fa64d00|xbts ecx,[rbp]
0fa65d00|xbts ebx,[rbp]
0fa66500|xbts esp,[rbp]
0fa66d00|xbts ebp,[rbp]
0fa67500|xbts esi,[rbp]
0fa67d00|xbts edi,[rbp]
0fa6c0|xbts eax,eax
0fa6c1|xbts eax,ecx
0fa6c3|xbts eax,ebx
0fa6c4|xbts eax,esp
0fa6c5|xbts eax,ebp
0fa6c6|xbts eax,esi
0fa6c7|xbts eax,edi
0fa6c8|xbts ecx,eax
0fa6c9|xbts ecx,ecx
0fa6cb|xbts ecx,ebx
0fa6cc|xbts ecx,esp
0fa6cd|xbts ecx,ebp
0fa6ce|xbts ecx,esi
0fa6cf|xbts ecx,edi
0fa6d8|xbts ebx,eax
0fa6d9|xbts ebx,ecx
0fa6db|xbts ebx,ebx
0fa6dc|xbts ebx,esp
0fa6dd|xbts ebx,ebp
0fa6de|xbts ebx,esi
0fa6df|xbts ebx,edi
0fa6e0|xbts esp,eax
0fa6e1|xbts esp,ecx
0fa6e3|xbts esp,ebx
0fa6e4|xbts esp,esp
0fa6e5|xbts esp,ebp
0fa6e6|xbts esp,esi
0fa6e7|xbts esp,edi
0fa6e8|xbts ebp,eax
0fa6e9|xbts ebp,ecx
0fa6eb|xbts ebp,ebx
0fa6ec|xbts ebp,esp
0fa6ed|xbts ebp,ebp
0fa6ee|xbts ebp,esi
0fa6ef|xbts ebp,edi
0fa6f0|xbts esi,eax
0fa6f1|xbts esi,ecx
0fa6f3|xbts esi,ebx
0fa6f4|xbts esi,esp
0fa6f5|xbts esi,ebp
0fa6f6|xbts esi,esi
0fa6f7|xbts esi,edi
0fa6f8|xbts edi,eax
0fa6f9|xbts edi,ecx
0fa6fb|xbts edi,ebx
0fa6fc|xbts edi,esp
0fa6fd|xbts edi,ebp
0fa6fe|xbts edi,esi
0fa6ff|xbts edi,edi
 0faa|rsm 
0fab03|bts [rbx],eax
0fab0424|bts [rsp],eax
0fab042500000000|bts [0x0],eax
0fab06|bts [rsi],eax
0fab07|bts [rdi],eax
0fab0b|bts [rbx],ecx
0fab0c24|bts [rsp],ecx
0fab0c2500000000|bts [0x0],ecx
0fab0e|bts [rsi],ecx
0fab0f|bts [rdi],ecx
0fab1b|bts [rbx],ebx
0fab1c24|bts [rsp],ebx
0fab1c2500000000|bts [0x0],ebx
0fab1e|bts [rsi],ebx
0fab1f|bts [rdi],ebx
0fab23|bts [rbx],esp
0fab2424|bts [rsp],esp
0fab242500000000|bts [0x0],esp
0fab26|bts [rsi],esp
0fab27|bts [rdi],esp
0fab2b|bts [rbx],ebp
0fab2c24|bts [rsp],ebp
0fab2c2500000000|bts [0x0],ebp
0fab2e|bts [rsi],ebp
0fab2f|bts [rdi],ebp
0fab33|bts [rbx],esi
0fab3424|bts [rsp],esi
0fab342500000000|bts [0x0],esi
0fab36|bts [rsi],esi
0fab37|bts [rdi],esi
0fab3b|bts [rbx],edi
0fab3c24|bts [rsp],edi
0fab3c2500000000|bts [0x0],edi
0fab3e|bts [rsi],edi
0fab3f|bts [rdi],edi
0fab4500|bts [rbp],eax
0fab4d00|bts [rbp],ecx
0fab5d00|bts [rbp],ebx
0fab6500|bts [rbp],esp
0fab6d00|bts [rbp],ebp
0fab7500|bts [rbp],esi
0fab7d00|bts [rbp],edi
0fabc0|bts eax,eax
0fabc1|bts ecx,eax
0fabc3|bts ebx,eax
0fabc4|bts esp,eax
0fabc5|bts ebp,eax
0fabc6|bts esi,eax
0fabc7|bts edi,eax
0fabc8|bts eax,ecx
0fabc9|bts ecx,ecx
0fabcb|bts ebx,ecx
0fabcc|bts esp,ecx
0fabcd|bts ebp,ecx
0fabce|bts esi,ecx
0fabcf|bts edi,ecx
0fabd8|bts eax,ebx
0fabd9|bts ecx,ebx
0fabdb|bts ebx,ebx
0fabdc|bts esp,ebx
0fabdd|bts ebp,ebx
0fabde|bts esi,ebx
0fabdf|bts edi,ebx
0fabe0|bts eax,esp
0fabe1|bts ecx,esp
0fabe3|bts ebx,esp
0fabe4|bts esp,esp
0fabe5|bts ebp,esp
0fabe6|bts esi,esp
0fabe7|bts edi,esp
0fabe8|bts eax,ebp
0fabe9|bts ecx,ebp
0fabeb|bts ebx,ebp
0fabec|bts esp,ebp
0fabed|bts ebp,ebp
0fabee|bts esi,ebp
0fabef|bts edi,ebp
0fabf0|bts eax,esi
0fabf1|bts ecx,esi
0fabf3|bts ebx,esi
0fabf4|bts esp,esi
0fabf5|bts ebp,esi
0fabf6|bts esi,esi
0fabf7|bts edi,esi
0fabf8|bts eax,edi
0fabf9|bts ecx,edi
0fabfb|bts ebx,edi
0fabfc|bts esp,edi
0fabfd|bts ebp,edi
0fabfe|bts esi,edi
0fabff|bts edi,edi
0faf03|imul eax,[rbx]
0faf0424|imul eax,[rsp]
0faf042500000000|imul eax,[0x0]
0faf06|imul eax,[rsi]
0faf07|imul eax,[rdi]
0faf0b|imul ecx,[rbx]
0faf0c24|imul ecx,[rsp]
0faf0c2500000000|imul ecx,[0x0]
0faf0e|imul ecx,[rsi]
0faf0f|imul ecx,[rdi]
0faf1b|imul ebx,[rbx]
0faf1c24|imul ebx,[rsp]
0faf1c2500000000|imul ebx,[0x0]
0faf1e|imul ebx,[rsi]
0faf1f|imul ebx,[rdi]
0faf23|imul esp,[rbx]
0faf2424|imul esp,[rsp]
0faf242500000000|imul esp,[0x0]
0faf26|imul esp,[rsi]
0faf27|imul esp,[rdi]
0faf2b|imul ebp,[rbx]
0faf2c24|imul ebp,[rsp]
0faf2c2500000000|imul ebp,[0x0]
0faf2e|imul ebp,[rsi]
0faf2f|imul ebp,[rdi]
0faf33|imul esi,[rbx]
0faf3424|imul esi,[rsp]
0faf342500000000|imul esi,[0x0]
0faf36|imul esi,[rsi]
0faf37|imul esi,[rdi]
0faf3b|imul edi,[rbx]
0faf3c24|imul edi,[rsp]
0faf3c2500000000|imul edi,[0x0]
0faf3e|imul edi,[rsi]
0faf3f|imul edi,[rdi]
0faf4500|imul eax,[rbp]
0faf4d00|imul ecx,[rbp]
0faf5d00|imul ebx,[rbp]
0faf6500|imul esp,[rbp]
0faf6d00|imul ebp,[rbp]
0faf7500|imul esi,[rbp]
0faf7d00|imul edi,[rbp]
0fafc0|imul eax,eax
0fafc1|imul eax,ecx
0fafc3|imul eax,ebx
0fafc4|imul eax,esp
0fafc5|imul eax,ebp
0fafc6|imul eax,esi
0fafc7|imul eax,edi
0fafc8|imul ecx,eax
0fafc9|imul ecx,ecx
0fafcb|imul ecx,ebx
0fafcc|imul ecx,esp
0fafcd|imul ecx,ebp
0fafce|imul ecx,esi
0fafcf|imul ecx,edi
0fafd8|imul ebx,eax
0fafd9|imul ebx,ecx
0fafdb|imul ebx,ebx
0fafdc|imul ebx,esp
0fafdd|imul ebx,ebp
0fafde|imul ebx,esi
0fafdf|imul ebx,edi
0fafe0|imul esp,eax
0fafe1|imul esp,ecx
0fafe3|imul esp,ebx
0fafe4|imul esp,esp
0fafe5|imul esp,ebp
0fafe6|imul esp,esi
0fafe7|imul esp,edi
0fafe8|imul ebp,eax
0fafe9|imul ebp,ecx
0fafeb|imul ebp,ebx
0fafec|imul ebp,esp
0fafed|imul ebp,ebp
0fafee|imul ebp,esi
0fafef|imul ebp,edi
0faff0|imul esi,eax
0faff1|imul esi,ecx
0faff3|imul esi,ebx
0faff4|imul esi,esp
0faff5|imul esi,ebp
0faff6|imul esi,esi
0faff7|imul esi,edi
0faff8|imul edi,eax
0faff9|imul edi,ecx
0faffb|imul edi,ebx
0faffc|imul edi,esp
0faffd|imul edi,ebp
0faffe|imul edi,esi
0fafff|imul edi,edi
0fb203|lss eax,[rbx]
0fb20424|lss eax,[rsp]
0fb2042500000000|lss eax,[0x0]
0fb206|lss eax,[rsi]
0fb207|lss eax,[rdi]
0fb20b|lss ecx,[rbx]
0fb20c24|lss ecx,[rsp]
0fb20c2500000000|lss ecx,[0x0]
0fb20e|lss ecx,[rsi]
0fb20f|lss ecx,[rdi]
0fb21b|lss ebx,[rbx]
0fb21c24|lss ebx,[rsp]
0fb21c2500000000|lss ebx,[0x0]
0fb21e|lss ebx,[rsi]
0fb21f|lss ebx,[rdi]
0fb223|lss esp,[rbx]
0fb22424|lss esp,[rsp]
0fb2242500000000|lss esp,[0x0]
0fb226|lss esp,[rsi]
0fb227|lss esp,[rdi]
0fb22b|lss ebp,[rbx]
0fb22c24|lss ebp,[rsp]
0fb22c2500000000|lss ebp,[0x0]
0fb22e|lss ebp,[rsi]
0fb22f|lss ebp,[rdi]
0fb233|lss esi,[rbx]
0fb23424|lss esi,[rsp]
0fb2342500000000|lss esi,[0x0]
0fb236|lss esi,[rsi]
0fb237|lss esi,[rdi]
0fb23b|lss edi,[rbx]
0fb23c24|lss edi,[rsp]
0fb23c2500000000|lss edi,[0x0]
0fb23e|lss edi,[rsi]
0fb23f|lss edi,[rdi]
0fb24500|lss eax,[rbp]
0fb24d00|lss ecx,[rbp]
0fb25d00|lss ebx,[rbp]
0fb26500|lss esp,[rbp]
0fb26d00|lss ebp,[rbp]
0fb27500|lss esi,[rbp]
0fb27d00|lss edi,[rbp]
0fb303|btr [rbx],eax
0fb30424|btr [rsp],eax
0fb3042500000000|btr [0x0],eax
0fb306|btr [rsi],eax
0fb307|btr [rdi],eax
0fb30b|btr [rbx],ecx
0fb30c24|btr [rsp],ecx
0fb30c2500000000|btr [0x0],ecx
0fb30e|btr [rsi],ecx
0fb30f|btr [rdi],ecx
0fb31b|btr [rbx],ebx
0fb31c24|btr [rsp],ebx
0fb31c2500000000|btr [0x0],ebx
0fb31e|btr [rsi],ebx
0fb31f|btr [rdi],ebx
0fb323|btr [rbx],esp
0fb32424|btr [rsp],esp
0fb3242500000000|btr [0x0],esp
0fb326|btr [rsi],esp
0fb327|btr [rdi],esp
0fb32b|btr [rbx],ebp
0fb32c24|btr [rsp],ebp
0fb32c2500000000|btr [0x0],ebp
0fb32e|btr [rsi],ebp
0fb32f|btr [rdi],ebp
0fb333|btr [rbx],esi
0fb33424|btr [rsp],esi
0fb3342500000000|btr [0x0],esi
0fb336|btr [rsi],esi
0fb337|btr [rdi],esi
0fb33b|btr [rbx],edi
0fb33c24|btr [rsp],edi
0fb33c2500000000|btr [0x0],edi
0fb33e|btr [rsi],edi
0fb33f|btr [rdi],edi
0fb34500|btr [rbp],eax
0fb34d00|btr [rbp],ecx
0fb35d00|btr [rbp],ebx
0fb36500|btr [rbp],esp
0fb36d00|btr [rbp],ebp
0fb37500|btr [rbp],esi
0fb37d00|btr [rbp],edi
0fb3c0|btr eax,eax
0fb3c1|btr ecx,eax
0fb3c3|btr ebx,eax
0fb3c4|btr esp,eax
0fb3c5|btr ebp,eax
0fb3c6|btr esi,eax
0fb3c7|btr edi,eax
0fb3c8|btr eax,ecx
0fb3c9|btr ecx,ecx
0fb3cb|btr ebx,ecx
0fb3cc|btr esp,ecx
0fb3cd|btr ebp,ecx
0fb3ce|btr esi,ecx
0fb3cf|btr edi,ecx
0fb3d8|btr eax,ebx
0fb3d9|btr ecx,ebx
0fb3db|btr ebx,ebx
0fb3dc|btr esp,ebx
0fb3dd|btr ebp,ebx
0fb3de|btr esi,ebx
0fb3df|btr edi,ebx
0fb3e0|btr eax,esp
0fb3e1|btr ecx,esp
0fb3e3|btr ebx,esp
0fb3e4|btr esp,esp
0fb3e5|btr ebp,esp
0fb3e6|btr esi,esp
0fb3e7|btr edi,esp
0fb3e8|btr eax,ebp
0fb3e9|btr ecx,ebp
0fb3eb|btr ebx,ebp
0fb3ec|btr esp,ebp
0fb3ed|btr ebp,ebp
0fb3ee|btr esi,ebp
0fb3ef|btr edi,ebp
0fb3f0|btr eax,esi
0fb3f1|btr ecx,esi
0fb3f3|btr ebx,esi
0fb3f4|btr esp,esi
0fb3f5|btr ebp,esi
0fb3f6|btr esi,esi
0fb3f7|btr edi,esi
0fb3f8|btr eax,edi
0fb3f9|btr ecx,edi
0fb3fb|btr ebx,edi
0fb3fc|btr esp,edi
0fb3fd|btr ebp,edi
0fb3fe|btr esi,edi
0fb3ff|btr edi,edi
0fb403|lfs eax,[rbx]
0fb40424|lfs eax,[rsp]
0fb4042500000000|lfs eax,[0x0]
0fb406|lfs eax,[rsi]
0fb407|lfs eax,[rdi]
0fb40b|lfs ecx,[rbx]
0fb40c24|lfs ecx,[rsp]
0fb40c2500000000|lfs ecx,[0x0]
0fb40e|lfs ecx,[rsi]
0fb40f|lfs ecx,[rdi]
0fb41b|lfs ebx,[rbx]
0fb41c24|lfs ebx,[rsp]
0fb41c2500000000|lfs ebx,[0x0]
0fb41e|lfs ebx,[rsi]
0fb41f|lfs ebx,[rdi]
0fb423|lfs esp,[rbx]
0fb42424|lfs esp,[rsp]
0fb4242500000000|lfs esp,[0x0]
0fb426|lfs esp,[rsi]
0fb427|lfs esp,[rdi]
0fb42b|lfs ebp,[rbx]
0fb42c24|lfs ebp,[rsp]
0fb42c2500000000|lfs ebp,[0x0]
0fb42e|lfs ebp,[rsi]
0fb42f|lfs ebp,[rdi]
0fb433|lfs esi,[rbx]
0fb43424|lfs esi,[rsp]
0fb4342500000000|lfs esi,[0x0]
0fb436|lfs esi,[rsi]
0fb437|lfs esi,[rdi]
0fb43b|lfs edi,[rbx]
0fb43c24|lfs edi,[rsp]
0fb43c2500000000|lfs edi,[0x0]
0fb43e|lfs edi,[rsi]
0fb43f|lfs edi,[rdi]
0fb44500|lfs eax,[rbp]
0fb44d00|lfs ecx,[rbp]
0fb45d00|lfs ebx,[rbp]
0fb46500|lfs esp,[rbp]
0fb46d00|lfs ebp,[rbp]
0fb47500|lfs esi,[rbp]
0fb47d00|lfs edi,[rbp]
0fb503|lgs eax,[rbx]
0fb50424|lgs eax,[rsp]
0fb5042500000000|lgs eax,[0x0]
0fb506|lgs eax,[rsi]
0fb507|lgs eax,[rdi]
0fb50b|lgs ecx,[rbx]
0fb50c24|lgs ecx,[rsp]
0fb50c2500000000|lgs ecx,[0x0]
0fb50e|lgs ecx,[rsi]
0fb50f|lgs ecx,[rdi]
0fb51b|lgs ebx,[rbx]
0fb51c24|lgs ebx,[rsp]
0fb51c2500000000|lgs ebx,[0x0]
0fb51e|lgs ebx,[rsi]
0fb51f|lgs ebx,[rdi]
0fb523|lgs esp,[rbx]
0fb52424|lgs esp,[rsp]
0fb5242500000000|lgs esp,[0x0]
0fb526|lgs esp,[rsi]
0fb527|lgs esp,[rdi]
0fb52b|lgs ebp,[rbx]
0fb52c24|lgs ebp,[rsp]
0fb52c2500000000|lgs ebp,[0x0]
0fb52e|lgs ebp,[rsi]
0fb52f|lgs ebp,[rdi]
0fb533|lgs esi,[rbx]
0fb53424|lgs esi,[rsp]
0fb5342500000000|lgs esi,[0x0]
0fb536|lgs esi,[rsi]
0fb537|lgs esi,[rdi]
0fb53b|lgs edi,[rbx]
0fb53c24|lgs edi,[rsp]
0fb53c2500000000|lgs edi,[0x0]
0fb53e|lgs edi,[rsi]
0fb53f|lgs edi,[rdi]
0fb54500|lgs eax,[rbp]
0fb54d00|lgs ecx,[rbp]
0fb55d00|lgs ebx,[rbp]
0fb56500|lgs esp,[rbp]
0fb56d00|lgs ebp,[rbp]
0fb57500|lgs esi,[rbp]
0fb57d00|lgs edi,[rbp]
0fb6c0|movzx eax,al
0fb6c1|movzx eax,cl
0fb6c2|movzx eax,dl
0fb6c3|movzx eax,bl
0fb6c4|movzx eax,ah
0fb6c5|movzx eax,ch
0fb6c6|movzx eax,dh
0fb6c7|movzx eax,bh
0fb6c8|movzx ecx,al
0fb6c9|movzx ecx,cl
0fb6ca|movzx ecx,dl
0fb6cb|movzx ecx,bl
0fb6cc|movzx ecx,ah
0fb6cd|movzx ecx,ch
0fb6ce|movzx ecx,dh
0fb6cf|movzx ecx,bh
0fb6d8|movzx ebx,al
0fb6d9|movzx ebx,cl
0fb6da|movzx ebx,dl
0fb6db|movzx ebx,bl
0fb6dc|movzx ebx,ah
0fb6dd|movzx ebx,ch
0fb6de|movzx ebx,dh
0fb6df|movzx ebx,bh
0fb6e0|movzx esp,al
0fb6e1|movzx esp,cl
0fb6e2|movzx esp,dl
0fb6e3|movzx esp,bl
0fb6e4|movzx esp,ah
0fb6e5|movzx esp,ch
0fb6e6|movzx esp,dh
0fb6e7|movzx esp,bh
0fb6e8|movzx ebp,al
0fb6e9|movzx ebp,cl
0fb6ea|movzx ebp,dl
0fb6eb|movzx ebp,bl
0fb6ec|movzx ebp,ah
0fb6ed|movzx ebp,ch
0fb6ee|movzx ebp,dh
0fb6ef|movzx ebp,bh
